name,stats_legend,full_stats_according_to_legend
Kyle Anderson,"['PLAYER_ID', 'SEASON_ID', 'LEAGUE_ID', 'TEAM_ID', 'TEAM_ABBREVIATION', 'PLAYER_AGE', 'GP', 'GS', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS']","[[203937, '2014-15', '00', 1610612759, 'SAS', 21.0, 33, 8, 358, 31, 89, 0.348, 3, 11, 0.273, 9, 14, 0.643, 5, 67, 72, 28, 15, 7, 10, 28, 74], [203937, '2015-16', '00', 1610612759, 'SAS', 22.0, 78, 11, 1245, 138, 295, 0.468, 12, 37, 0.324, 62, 83, 0.747, 25, 219, 244, 123, 60, 29, 59, 97, 350], [203937, '2016-17', '00', 1610612759, 'SAS', 23.0, 72, 14, 1020, 93, 209, 0.445, 15, 40, 0.375, 45, 57, 0.789, 33, 175, 208, 91, 51, 26, 39, 63, 246], [203937, '2017-18', '00', 1610612759, 'SAS', 24.0, 74, 67, 1978, 231, 438, 0.527, 19, 57, 0.333, 104, 146, 0.712, 84, 312, 396, 202, 115, 60, 94, 114, 585], [203937, '2018-19', '00', 1610612763, 'MEM', 25.0, 43, 40, 1282, 150, 276, 0.543, 9, 34, 0.265, 37, 64, 0.578, 48, 203, 251, 128, 54, 37, 58, 112, 346], [203937, '2019-20', '00', 1610612763, 'MEM', 26.0, 67, 28, 1330, 157, 331, 0.474, 24, 85, 0.282, 52, 78, 0.667, 58, 227, 285, 162, 54, 37, 66, 111, 390], [203937, '2020-21', '00', 1610612763, 'MEM', 27.0, 69, 69, 1887, 308, 658, 0.468, 94, 261, 0.36, 144, 184, 0.783, 52, 344, 396, 250, 84, 57, 86, 120, 854], [203937, '2021-22', '00', 1610612763, 'MEM', 28.0, 69, 11, 1484, 209, 469, 0.446, 36, 109, 0.33, 67, 105, 0.638, 69, 299, 368, 183, 77, 45, 71, 108, 521], [203937, '2022-23', '00', 1610612750, 'MIN', 29.0, 69, 46, 1957, 252, 495, 0.509, 43, 105, 0.41, 100, 136, 0.735, 66, 302, 368, 335, 78, 63, 103, 146, 647], [203937, '2023-24', '00', 1610612750, 'MIN', 30.0, 79, 10, 1782, 199, 433, 0.46, 11, 48, 0.229, 97, 137, 0.708, 60, 213, 273, 331, 71, 47, 91, 128, 506], [203937, '2024-25', '00', 1610612744, 'GSW', 31.0, 36, 3, 541, 76, 169, 0.45, 19, 52, 0.365, 18, 27, 0.667, 27, 83, 110, 81, 26, 20, 20, 40, 189], [203937, '2024-25', '00', 1610612748, 'MIA', 31.0, 25, 1, 461, 66, 134, 0.493, 6, 18, 0.333, 30, 38, 0.789, 26, 70, 96, 64, 14, 13, 17, 41, 168], [203937, '2024-25', '00', 0, 'TOT', 31.0, 61, 4, 1002, 142, 303, 0.469, 25, 70, 0.357, 48, 65, 0.738, 53, 153, 206, 145, 40, 33, 37, 81, 357]]"
Giannis Antetokounmpo,"['PLAYER_ID', 'SEASON_ID', 'LEAGUE_ID', 'TEAM_ID', 'TEAM_ABBREVIATION', 'PLAYER_AGE', 'GP', 'GS', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS']","[[203507, '2013-14', '00', 1610612749, 'MIL', 19.0, 77, 23, 1897, 173, 418, 0.414, 41, 118, 0.347, 138, 202, 0.683, 78, 261, 339, 150, 60, 61, 122, 173, 525], [203507, '2014-15', '00', 1610612749, 'MIL', 20.0, 81, 71, 2541, 383, 780, 0.491, 7, 44, 0.159, 257, 347, 0.741, 100, 442, 542, 207, 73, 85, 173, 254, 1030], [203507, '2015-16', '00', 1610612749, 'MIL', 21.0, 80, 79, 2823, 513, 1013, 0.506, 28, 109, 0.257, 296, 409, 0.724, 113, 499, 612, 345, 94, 113, 208, 258, 1350], [203507, '2016-17', '00', 1610612749, 'MIL', 22.0, 80, 80, 2845, 656, 1259, 0.521, 49, 180, 0.272, 471, 612, 0.77, 142, 558, 700, 434, 131, 151, 234, 246, 1832], [203507, '2017-18', '00', 1610612749, 'MIL', 23.0, 75, 75, 2756, 742, 1402, 0.529, 43, 140, 0.307, 487, 641, 0.76, 156, 597, 753, 361, 109, 106, 223, 231, 2014], [203507, '2018-19', '00', 1610612749, 'MIL', 24.0, 72, 72, 2358, 721, 1247, 0.578, 52, 203, 0.256, 500, 686, 0.729, 159, 739, 898, 424, 92, 110, 268, 232, 1994], [203507, '2019-20', '00', 1610612749, 'MIL', 25.0, 63, 63, 1917, 685, 1238, 0.553, 89, 293, 0.304, 398, 629, 0.633, 140, 716, 856, 354, 61, 66, 230, 195, 1857], [203507, '2020-21', '00', 1610612749, 'MIL', 26.0, 61, 61, 2013, 626, 1100, 0.569, 67, 221, 0.303, 398, 581, 0.685, 97, 574, 671, 357, 72, 73, 207, 168, 1717], [203507, '2021-22', '00', 1610612749, 'MIL', 27.0, 67, 67, 2204, 689, 1245, 0.553, 71, 242, 0.293, 553, 766, 0.722, 134, 644, 778, 388, 72, 91, 219, 212, 2002], [203507, '2022-23', '00', 1610612749, 'MIL', 28.0, 63, 63, 2024, 707, 1278, 0.553, 47, 171, 0.275, 498, 772, 0.645, 137, 605, 742, 359, 52, 51, 246, 197, 1959], [203507, '2023-24', '00', 1610612749, 'MIL', 29.0, 73, 73, 2567, 837, 1369, 0.611, 34, 124, 0.274, 514, 782, 0.657, 196, 645, 841, 476, 87, 79, 250, 210, 2222], [203507, '2024-25', '00', 1610612749, 'MIL', 30.0, 67, 67, 2289, 793, 1319, 0.601, 14, 63, 0.222, 436, 707, 0.617, 147, 651, 798, 433, 58, 78, 206, 155, 2036]]"
Cole Anthony,"['PLAYER_ID', 'SEASON_ID', 'LEAGUE_ID', 'TEAM_ID', 'TEAM_ABBREVIATION', 'PLAYER_AGE', 'GP', 'GS', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS']","[[1630175, '2020-21', '00', 1610612753, 'ORL', 21.0, 47, 34, 1273, 219, 552, 0.397, 58, 172, 0.337, 109, 131, 0.832, 38, 183, 221, 192, 30, 18, 106, 98, 605], [1630175, '2021-22', '00', 1610612753, 'ORL', 22.0, 65, 65, 2059, 357, 912, 0.391, 132, 391, 0.338, 216, 253, 0.854, 32, 316, 348, 369, 46, 17, 170, 171, 1062], [1630175, '2022-23', '00', 1610612753, 'ORL', 23.0, 60, 4, 1552, 277, 610, 0.454, 75, 206, 0.364, 152, 170, 0.894, 47, 241, 288, 235, 37, 31, 91, 158, 781], [1630175, '2023-24', '00', 1610612753, 'ORL', 24.0, 81, 0, 1817, 332, 763, 0.435, 93, 275, 0.338, 180, 218, 0.826, 64, 247, 311, 236, 64, 37, 126, 175, 937], [1630175, '2024-25', '00', 1610612753, 'ORL', 24.0, 67, 22, 1234, 230, 543, 0.424, 77, 218, 0.353, 93, 113, 0.823, 46, 158, 204, 191, 45, 32, 103, 151, 630]]"
OG Anunoby,"['PLAYER_ID', 'SEASON_ID', 'LEAGUE_ID', 'TEAM_ID', 'TEAM_ABBREVIATION', 'PLAYER_AGE', 'GP', 'GS', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS']","[[1628384, '2017-18', '00', 1610612761, 'TOR', 20.0, 74, 62, 1481, 163, 346, 0.471, 73, 197, 0.371, 39, 62, 0.629, 44, 140, 184, 55, 52, 14, 45, 130, 438], [1628384, '2018-19', '00', 1610612761, 'TOR', 21.0, 67, 6, 1352, 183, 404, 0.453, 67, 202, 0.332, 36, 62, 0.581, 58, 139, 197, 47, 46, 22, 55, 140, 469], [1628384, '2019-20', '00', 1610612761, 'TOR', 22.0, 69, 68, 2066, 286, 566, 0.505, 89, 228, 0.39, 72, 102, 0.706, 80, 284, 364, 108, 96, 45, 79, 167, 733], [1628384, '2020-21', '00', 1610612761, 'TOR', 23.0, 43, 43, 1433, 249, 519, 0.48, 104, 261, 0.398, 80, 102, 0.784, 54, 183, 237, 94, 66, 32, 75, 114, 682], [1628384, '2021-22', '00', 1610612761, 'TOR', 24.0, 48, 48, 1728, 309, 697, 0.443, 115, 317, 0.363, 89, 118, 0.754, 74, 190, 264, 125, 71, 25, 80, 131, 822], [1628384, '2022-23', '00', 1610612761, 'TOR', 25.0, 67, 67, 2386, 421, 885, 0.476, 142, 367, 0.387, 140, 167, 0.838, 95, 237, 332, 131, 128, 50, 132, 200, 1124], [1628384, '2023-24', '00', 1610612761, 'TOR', 26.0, 27, 27, 900, 157, 321, 0.489, 61, 163, 0.374, 33, 46, 0.717, 24, 82, 106, 72, 28, 13, 43, 62, 408], [1628384, '2023-24', '00', 1610612752, 'NYK', 26.0, 23, 23, 802, 125, 256, 0.488, 41, 104, 0.394, 34, 43, 0.791, 23, 79, 102, 35, 40, 23, 38, 57, 325], [1628384, '2023-24', '00', 0, 'TOT', 26.0, 50, 50, 1702, 282, 577, 0.489, 102, 267, 0.382, 67, 89, 0.753, 47, 161, 208, 107, 68, 36, 81, 119, 733], [1628384, '2024-25', '00', 1610612752, 'NYK', 27.0, 74, 74, 2706, 489, 1027, 0.476, 171, 460, 0.372, 183, 226, 0.81, 97, 261, 358, 164, 110, 65, 102, 172, 1332]]"
Taran Armstrong,"['PLAYER_ID', 'SEASON_ID', 'LEAGUE_ID', 'TEAM_ID', 'TEAM_ABBREVIATION', 'PLAYER_AGE', 'GP', 'GS', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS']",[]
Deni Avdija,"['PLAYER_ID', 'SEASON_ID', 'LEAGUE_ID', 'TEAM_ID', 'TEAM_ABBREVIATION', 'PLAYER_AGE', 'GP', 'GS', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS']","[[1630166, '2020-21', '00', 1610612764, 'WAS', 20.0, 54, 32, 1257, 130, 312, 0.417, 53, 168, 0.315, 29, 45, 0.644, 22, 240, 262, 63, 32, 15, 33, 140, 342], [1630166, '2021-22', '00', 1610612764, 'WAS', 21.0, 82, 8, 1984, 250, 579, 0.432, 82, 259, 0.317, 103, 136, 0.757, 52, 373, 425, 167, 59, 44, 87, 190, 685], [1630166, '2022-23', '00', 1610612764, 'WAS', 22.0, 76, 40, 2020, 253, 579, 0.437, 69, 232, 0.297, 122, 165, 0.739, 74, 413, 487, 211, 65, 29, 123, 209, 697], [1630166, '2023-24', '00', 1610612764, 'WAS', 23.0, 75, 75, 2257, 406, 803, 0.506, 88, 235, 0.374, 202, 273, 0.74, 84, 456, 540, 286, 60, 36, 160, 185, 1102], [1630166, '2024-25', '00', 1610612757, 'POR', 24.0, 72, 54, 2161, 402, 844, 0.476, 125, 342, 0.365, 290, 372, 0.78, 110, 412, 522, 281, 71, 35, 196, 171, 1219]]"
Deandre Ayton,"['PLAYER_ID', 'SEASON_ID', 'LEAGUE_ID', 'TEAM_ID', 'TEAM_ABBREVIATION', 'PLAYER_AGE', 'GP', 'GS', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS']","[[1629028, '2018-19', '00', 1610612756, 'PHX', 20.0, 71, 70, 2183, 509, 870, 0.585, 0, 4, 0.0, 141, 189, 0.746, 223, 506, 729, 125, 61, 67, 126, 209, 1159], [1629028, '2019-20', '00', 1610612756, 'PHX', 21.0, 38, 32, 1236, 310, 568, 0.546, 3, 13, 0.231, 67, 89, 0.753, 147, 289, 436, 72, 26, 58, 80, 117, 690], [1629028, '2020-21', '00', 1610612756, 'PHX', 22.0, 69, 69, 2115, 430, 687, 0.626, 4, 20, 0.2, 133, 173, 0.769, 228, 499, 727, 99, 41, 81, 103, 196, 997], [1629028, '2021-22', '00', 1610612756, 'PHX', 23.0, 58, 58, 1713, 442, 697, 0.634, 7, 19, 0.368, 106, 142, 0.746, 149, 444, 593, 84, 40, 40, 91, 142, 997], [1629028, '2022-23', '00', 1610612756, 'PHX', 24.0, 67, 67, 2035, 522, 887, 0.589, 7, 24, 0.292, 152, 200, 0.76, 172, 495, 667, 115, 37, 53, 120, 190, 1203], [1629028, '2023-24', '00', 1610612757, 'POR', 25.0, 55, 55, 1783, 427, 749, 0.57, 1, 10, 0.1, 65, 79, 0.823, 176, 433, 609, 90, 56, 42, 99, 109, 920], [1629028, '2024-25', '00', 1610612757, 'POR', 26.0, 40, 40, 1206, 265, 468, 0.566, 6, 32, 0.188, 40, 60, 0.667, 124, 282, 406, 64, 31, 39, 69, 88, 576]]"
Marcus Bagley,"['PLAYER_ID', 'SEASON_ID', 'LEAGUE_ID', 'TEAM_ID', 'TEAM_ABBREVIATION', 'PLAYER_AGE', 'GP', 'GS', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS']","[[1630542, '2024-25', '00', 1610612755, 'PHI', 23.0, 10, 4, 253, 27, 69, 0.391, 5, 32, 0.156, 8, 10, 0.8, 23, 47, 70, 10, 9, 12, 7, 16, 67]]"
Marvin Bagley III,"['PLAYER_ID', 'SEASON_ID', 'LEAGUE_ID', 'TEAM_ID', 'TEAM_ABBREVIATION', 'PLAYER_AGE', 'GP', 'GS', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS']","[[1628963, '2018-19', '00', 1610612758, 'SAC', 20.0, 62, 4, 1568, 356, 706, 0.504, 30, 96, 0.313, 181, 262, 0.691, 162, 309, 471, 62, 33, 59, 98, 120, 923], [1628963, '2019-20', '00', 1610612758, 'SAC', 21.0, 13, 6, 334, 78, 167, 0.467, 4, 22, 0.182, 25, 31, 0.806, 29, 68, 97, 10, 6, 12, 18, 43, 185], [1628963, '2020-21', '00', 1610612758, 'SAC', 22.0, 43, 42, 1112, 247, 490, 0.504, 37, 108, 0.343, 77, 134, 0.575, 106, 212, 318, 43, 21, 21, 59, 100, 608], [1628963, '2021-22', '00', 1610612758, 'SAC', 23.0, 30, 17, 656, 114, 246, 0.463, 15, 62, 0.242, 35, 47, 0.745, 67, 148, 215, 17, 9, 11, 21, 50, 278], [1628963, '2021-22', '00', 1610612765, 'DET', 23.0, 18, 8, 490, 111, 200, 0.555, 8, 35, 0.229, 32, 54, 0.593, 38, 85, 123, 19, 13, 7, 18, 43, 262], [1628963, '2021-22', '00', 0, 'TOT', 23.0, 48, 25, 1146, 225, 446, 0.504, 23, 97, 0.237, 67, 101, 0.663, 105, 233, 338, 36, 22, 18, 39, 93, 540], [1628963, '2022-23', '00', 1610612765, 'DET', 24.0, 42, 25, 990, 202, 382, 0.529, 19, 66, 0.288, 81, 108, 0.75, 94, 175, 269, 36, 19, 30, 46, 81, 504], [1628963, '2023-24', '00', 1610612765, 'DET', 25.0, 26, 10, 478, 107, 181, 0.591, 1, 6, 0.167, 50, 61, 0.82, 46, 72, 118, 27, 5, 14, 29, 40, 265], [1628963, '2023-24', '00', 1610612764, 'WAS', 25.0, 24, 15, 575, 132, 227, 0.581, 8, 17, 0.471, 46, 65, 0.708, 84, 110, 194, 28, 15, 19, 30, 41, 318], [1628963, '2023-24', '00', 0, 'TOT', 25.0, 50, 25, 1053, 239, 408, 0.586, 9, 23, 0.391, 96, 126, 0.762, 130, 182, 312, 55, 20, 33, 59, 81, 583], [1628963, '2024-25', '00', 1610612764, 'WAS', 26.0, 19, 1, 167, 38, 71, 0.535, 2, 10, 0.2, 15, 23, 0.652, 27, 29, 56, 7, 7, 5, 11, 12, 93], [1628963, '2024-25', '00', 1610612763, 'MEM', 26.0, 12, 1, 99, 17, 35, 0.486, 1, 9, 0.111, 8, 12, 0.667, 11, 17, 28, 4, 2, 3, 1, 6, 43], [1628963, '2024-25', '00', 0, 'TOT', 26.0, 31, 2, 265, 55, 106, 0.519, 3, 19, 0.158, 23, 35, 0.657, 38, 46, 84, 11, 9, 8, 12, 18, 136]]"
Patrick Baldwin Jr.,"['PLAYER_ID', 'SEASON_ID', 'LEAGUE_ID', 'TEAM_ID', 'TEAM_ABBREVIATION', 'PLAYER_AGE', 'GP', 'GS', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS']","[[1631116, '2022-23', '00', 1610612744, 'GSW', 20.0, 31, 0, 226, 43, 109, 0.394, 32, 84, 0.381, 4, 6, 0.667, 1, 39, 40, 11, 6, 4, 11, 14, 122], [1631116, '2023-24', '00', 1610612764, 'WAS', 21.0, 38, 7, 494, 59, 155, 0.381, 31, 97, 0.32, 19, 28, 0.679, 17, 106, 123, 29, 18, 15, 19, 56, 168], [1631116, '2024-25', '00', 1610612764, 'WAS', 22.0, 22, 0, 101, 17, 33, 0.515, 11, 21, 0.524, 2, 4, 0.5, 5, 17, 22, 2, 3, 2, 5, 5, 47], [1631116, '2024-25', '00', 1610612746, 'LAC', 22.0, 2, 0, 6, 2, 2, 1.0, 2, 2, 1.0, 0, 0, 0.0, 0, 3, 3, 1, 0, 0, 0, 2, 6], [1631116, '2024-25', '00', 0, 'TOT', 22.0, 24, 0, 107, 19, 35, 0.543, 13, 23, 0.565, 2, 4, 0.5, 5, 20, 25, 3, 3, 2, 5, 7, 53]]"
LaMelo Ball,"['PLAYER_ID', 'SEASON_ID', 'LEAGUE_ID', 'TEAM_ID', 'TEAM_ABBREVIATION', 'PLAYER_AGE', 'GP', 'GS', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS']","[[1630163, '2020-21', '00', 1610612766, 'CHA', 19.0, 51, 31, 1469, 293, 672, 0.436, 92, 261, 0.352, 125, 165, 0.758, 63, 239, 302, 313, 81, 18, 145, 136, 803], [1630163, '2021-22', '00', 1610612766, 'CHA', 20.0, 75, 75, 2422, 538, 1254, 0.429, 220, 565, 0.389, 212, 243, 0.872, 108, 393, 501, 571, 119, 30, 245, 237, 1508], [1630163, '2022-23', '00', 1610612766, 'CHA', 21.0, 36, 36, 1268, 296, 721, 0.411, 144, 383, 0.376, 102, 122, 0.836, 42, 189, 231, 304, 46, 11, 129, 118, 838], [1630163, '2023-24', '00', 1610612766, 'CHA', 22.0, 22, 22, 711, 183, 423, 0.433, 70, 197, 0.355, 90, 104, 0.865, 29, 84, 113, 176, 40, 4, 83, 79, 526], [1630163, '2024-25', '00', 1610612766, 'CHA', 23.0, 47, 47, 1505, 406, 1003, 0.405, 179, 528, 0.339, 193, 229, 0.843, 47, 185, 232, 346, 54, 13, 167, 157, 1184]]"
Lonzo Ball,"['PLAYER_ID', 'SEASON_ID', 'LEAGUE_ID', 'TEAM_ID', 'TEAM_ABBREVIATION', 'PLAYER_AGE', 'GP', 'GS', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS']","[[1628366, '2017-18', '00', 1610612747, 'LAL', 20.0, 52, 50, 1780, 203, 564, 0.36, 90, 295, 0.305, 32, 71, 0.451, 69, 291, 360, 376, 88, 43, 136, 117, 528], [1628366, '2018-19', '00', 1610612747, 'LAL', 21.0, 47, 45, 1423, 185, 456, 0.406, 75, 228, 0.329, 20, 48, 0.417, 54, 197, 251, 255, 69, 19, 103, 114, 465], [1628366, '2019-20', '00', 1610612740, 'NOP', 22.0, 63, 54, 2025, 277, 687, 0.403, 148, 395, 0.375, 43, 76, 0.566, 71, 312, 383, 438, 88, 38, 193, 128, 745], [1628366, '2020-21', '00', 1610612740, 'NOP', 23.0, 55, 55, 1747, 290, 700, 0.414, 172, 455, 0.378, 50, 64, 0.781, 33, 230, 263, 316, 82, 31, 123, 103, 802], [1628366, '2021-22', '00', 1610612741, 'CHI', 24.0, 35, 35, 1212, 162, 383, 0.423, 110, 260, 0.423, 21, 28, 0.75, 35, 155, 190, 178, 64, 31, 82, 85, 455], [1628366, '2024-25', '00', 1610612741, 'CHI', 27.0, 35, 14, 777, 89, 243, 0.366, 67, 195, 0.344, 22, 27, 0.815, 25, 93, 118, 115, 47, 17, 41, 55, 267]]"
